"REF_DATE","GEO","DGUID","Sex","Infant or perinatal mortality","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Males","Perinatal mortality","Number","Number","223","units ","0","v116625441","18.2.2.1","0","","","","0"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625442","18.2.2.2","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625443","18.2.2.3","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625444","18.2.2.4","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Infant mortality","Number","Number","223","units ","0","v116625445","18.3.1.1","0","","","","0"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Infant mortality","Rate","Rate","257","units ","0","v116625446","18.3.1.2","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625447","18.3.1.3","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625448","18.3.1.4","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Perinatal mortality","Number","Number","223","units ","0","v116625449","18.3.2.1","0","","","","0"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625450","18.3.2.2","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625451","18.3.2.3","0.0","","","","1"
"2005","Zone 4 (Edmundston area), New Brunswick","2015A00071304","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625452","18.3.2.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625453","19.1.1.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625454","19.1.1.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625455","19.1.1.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625456","19.1.1.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625457","19.1.2.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625458","19.1.2.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625459","19.1.2.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625460","19.1.2.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Infant mortality","Number","Number","223","units ","0","v116625461","19.2.1.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Infant mortality","Rate","Rate","257","units ","0","v116625462","19.2.1.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625463","19.2.1.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625464","19.2.1.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Perinatal mortality","Number","Number","223","units ","0","v116625465","19.2.2.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625466","19.2.2.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625467","19.2.2.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625468","19.2.2.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Infant mortality","Number","Number","223","units ","0","v116625469","19.3.1.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Infant mortality","Rate","Rate","257","units ","0","v116625470","19.3.1.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625471","19.3.1.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625472","19.3.1.4","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Perinatal mortality","Number","Number","223","units ","0","v116625473","19.3.2.1","0","","","","0"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625474","19.3.2.2","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625475","19.3.2.3","0.0","","","","1"
"2005","Zone 5 (Campbellton area), New Brunswick","2015A00071305","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625476","19.3.2.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625477","20.1.1.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625478","20.1.1.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625479","20.1.1.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625480","20.1.1.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625481","20.1.2.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625482","20.1.2.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625483","20.1.2.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625484","20.1.2.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Infant mortality","Number","Number","223","units ","0","v116625485","20.2.1.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Infant mortality","Rate","Rate","257","units ","0","v116625486","20.2.1.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625487","20.2.1.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625488","20.2.1.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Perinatal mortality","Number","Number","223","units ","0","v116625489","20.2.2.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625490","20.2.2.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625491","20.2.2.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625492","20.2.2.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Infant mortality","Number","Number","223","units ","0","v116625493","20.3.1.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Infant mortality","Rate","Rate","257","units ","0","v116625494","20.3.1.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625495","20.3.1.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625496","20.3.1.4","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Perinatal mortality","Number","Number","223","units ","0","v116625497","20.3.2.1","0","","","","0"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625498","20.3.2.2","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625499","20.3.2.3","0.0","","","","1"
"2005","Zone 6 (Bathurst area), New Brunswick","2015A00071306","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625500","20.3.2.4","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625501","21.1.1.1","5","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625502","21.1.1.2","11.8","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625503","21.1.1.3","4.3","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625504","21.1.1.4","28.9","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625505","21.1.2.1","5","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625506","21.1.2.2","11.8","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625507","21.1.2.3","4.3","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625508","21.1.2.4","28.9","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Infant mortality","Number","Number","223","units ","0","v116625509","21.2.1.1","5","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Infant mortality","Rate","Rate","257","units ","0","v116625510","21.2.1.2","23.3","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625511","21.2.1.3","8.6","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625512","21.2.1.4","56.4","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Perinatal mortality","Number","Number","223","units ","0","v116625513","21.2.2.1","0","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625514","21.2.2.2","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625515","21.2.2.3","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625516","21.2.2.4","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Infant mortality","Number","Number","223","units ","0","v116625517","21.3.1.1","0","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Infant mortality","Rate","Rate","257","units ","0","v116625518","21.3.1.2","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625519","21.3.1.3","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625520","21.3.1.4","0.0","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Perinatal mortality","Number","Number","223","units ","0","v116625521","21.3.2.1","5","","","","0"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625522","21.3.2.2","23.8","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625523","21.3.2.3","8.8","","","","1"
"2005","Zone 7 (Miramichi area), New Brunswick","2015A00071307","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625524","21.3.2.4","57.7","","","","1"
"2005","Quebec","2016A000224","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625525","22.1.1.1","380","","","","0"
"2005","Quebec","2016A000224","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625526","22.1.1.2","4.7","","","","1"
"2005","Quebec","2016A000224","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625527","22.1.1.3","4.2","","","","1"
"2005","Quebec","2016A000224","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625528","22.1.1.4","5.2","","","","1"
"2005","Quebec","2016A000224","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625529","22.1.2.1","460","","","","0"
"2005","Quebec","2016A000224","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625530","22.1.2.2","5.7","","","","1"
"2005","Quebec","2016A000224","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625531","22.1.2.3","5.2","","","","1"
"2005","Quebec","2016A000224","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625532","22.1.2.4","6.2","","","","1"
"2005","Quebec","2016A000224","Males","Infant mortality","Number","Number","223","units ","0","v116625533","22.2.1.1","215","","","","0"
"2005","Quebec","2016A000224","Males","Infant mortality","Rate","Rate","257","units ","0","v116625534","22.2.1.2","5.2","","","","1"
"2005","Quebec","2016A000224","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625535","22.2.1.3","4.5","","","","1"
"2005","Quebec","2016A000224","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625536","22.2.1.4","5.9","","","","1"
"2005","Quebec","2016A000224","Males","Perinatal mortality","Number","Number","223","units ","0","v116625537","22.2.2.1","245","","","","0"
"2005","Quebec","2016A000224","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625538","22.2.2.2","5.9","","","","1"
"2005","Quebec","2016A000224","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625539","22.2.2.3","5.2","","","","1"
"2005","Quebec","2016A000224","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625540","22.2.2.4","6.7","","","","1"
"2005","Quebec","2016A000224","Females","Infant mortality","Number","Number","223","units ","0","v116625541","22.3.1.1","165","","","","0"
"2005","Quebec","2016A000224","Females","Infant mortality","Rate","Rate","257","units ","0","v116625542","22.3.1.2","4.2","","","","1"
"2005","Quebec","2016A000224","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625543","22.3.1.3","3.6","","","","1"
"2005","Quebec","2016A000224","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625544","22.3.1.4","4.9","","","","1"
"2005","Quebec","2016A000224","Females","Perinatal mortality","Number","Number","223","units ","0","v116625545","22.3.2.1","215","","","","0"
"2005","Quebec","2016A000224","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625546","22.3.2.2","5.5","","","","1"
"2005","Quebec","2016A000224","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625547","22.3.2.3","4.8","","","","1"
"2005","Quebec","2016A000224","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625548","22.3.2.4","6.3","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625549","23.1.1.1","10","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625550","23.1.1.2","5.5","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625551","23.1.1.3","2.8","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625552","23.1.1.4","10.5","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625553","23.1.2.1","10","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625554","23.1.2.2","5.5","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625555","23.1.2.3","2.8","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625556","23.1.2.4","10.5","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Infant mortality","Number","Number","223","units ","0","v116625557","23.2.1.1","5","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Infant mortality","Rate","Rate","257","units ","0","v116625558","23.2.1.2","5.4","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625559","23.2.1.3","2.0","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625560","23.2.1.4","13.3","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Perinatal mortality","Number","Number","223","units ","0","v116625561","23.2.2.1","5","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625562","23.2.2.2","5.4","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625563","23.2.2.3","2.0","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625564","23.2.2.4","13.3","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Infant mortality","Number","Number","223","units ","0","v116625565","23.3.1.1","5","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Infant mortality","Rate","Rate","257","units ","0","v116625566","23.3.1.2","5.7","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625567","23.3.1.3","2.1","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625568","23.3.1.4","14.1","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Perinatal mortality","Number","Number","223","units ","0","v116625569","23.3.2.1","5","","","","0"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625570","23.3.2.2","5.7","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625571","23.3.2.3","2.1","","","","1"
"2005","Région du Bas-Saint-Laurent, Quebec","2015A00072401","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625572","23.3.2.4","14.1","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625573","24.1.1.1","15","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625574","24.1.1.2","5.8","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625575","24.1.1.3","3.4","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625576","24.1.1.4","9.7","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625577","24.1.2.1","15","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625578","24.1.2.2","5.8","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625579","24.1.2.3","3.4","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625580","24.1.2.4","9.7","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Infant mortality","Number","Number","223","units ","0","v116625581","24.2.1.1","10","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Infant mortality","Rate","Rate","257","units ","0","v116625582","24.2.1.2","7.5","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625583","24.2.1.3","3.8","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625584","24.2.1.4","14.2","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Perinatal mortality","Number","Number","223","units ","0","v116625585","24.2.2.1","10","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625586","24.2.2.2","7.5","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625587","24.2.2.3","3.8","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625588","24.2.2.4","14.2","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Infant mortality","Number","Number","223","units ","0","v116625589","24.3.1.1","5","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Infant mortality","Rate","Rate","257","units ","0","v116625590","24.3.1.2","4.0","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625591","24.3.1.3","1.5","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625592","24.3.1.4","9.8","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Perinatal mortality","Number","Number","223","units ","0","v116625593","24.3.2.1","5","","","","0"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625594","24.3.2.2","4.0","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625595","24.3.2.3","1.5","","","","1"
"2005","Région du Saguenay - Lac-Saint-Jean, Quebec","2015A00072402","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625596","24.3.2.4","9.8","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625597","25.1.1.1","35","","","","0"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625598","25.1.1.2","5.6","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625599","25.1.1.3","3.9","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625600","25.1.1.4","7.8","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625601","25.1.2.1","35","","","","0"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625602","25.1.2.2","5.6","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625603","25.1.2.3","3.9","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625604","25.1.2.4","7.8","","","","1"
"2005","Région de la Capitale-Nationale, Quebec","2015A00072403","Males","Infant mortality","Number","Number","223","units ","0","v116625605","25.2.1.1","20","","","","0"
